pathway	compound	compound_name	pathway_name
NA	cpd:C07487	Nitrazepam	NA
NA	cpd:C07488	DMPP; Dimethylphenylpiperazinium iodide; 1,1-Dimethyl-4-phenylpiperazinium Iodide	NA
NA	cpd:C07489	Glutethimide; 2-Ethyl-2-phenylglutarimide	NA
path:map00625	cpd:C07490	Trichloroethanol; 2,2,2-Trichloroethanol	Chloroalkane and chloroalkene degradation
path:map00980	cpd:C07490	Trichloroethanol; 2,2,2-Trichloroethanol	Metabolism of xenobiotics by cytochrome P450
path:map01120	cpd:C07490	Trichloroethanol; 2,2,2-Trichloroethanol	Microbial metabolism in diverse environments
NA	cpd:C07490	Trichloroethanol; 2,2,2-Trichloroethanol	NA
NA	cpd:C07490	Trichloroethanol; 2,2,2-Trichloroethanol	NA
NA	cpd:C07491	Carbaryl; Carbaril	NA
path:map00982	cpd:C07492	Oxcarbazepine	Drug metabolism - cytochrome P450
path:map00982	cpd:C07493	10-Hydroxycarbazepine; 10-Hydroxycarbamazepine; GP 47779	Drug metabolism - cytochrome P450
NA	cpd:C07493	10-Hydroxycarbazepine; 10-Hydroxycarbamazepine; GP 47779	NA
NA	cpd:C07494	Soman	NA
path:map00982	cpd:C07495	Dihydroxycarbazepine; 10,11-Dihydro-10,11-dihydroxy-5H-dibenzazepine-5-carboxamide; 10,11-Dihydroxycarbamazepine	Drug metabolism - cytochrome P450
path:map00982	cpd:C07496	Carbamazepine-10,11-epoxide; Carbamazepine epoxide	Drug metabolism - cytochrome P450
NA	cpd:C07497	Malathion	NA
NA	cpd:C07498	Malaoxon	NA
NA	cpd:C07499	Phenylethylmalonamide; 2-Phenyl-2-ethylmalondiamide; PEMA	NA
NA	cpd:C07500	Vigabatrin	NA
path:map00982	cpd:C07501	Felbamate	Drug metabolism - cytochrome P450
NA	cpd:C07502	Topiramate	NA
NA	cpd:C07503	Tiagabine	NA
NA	cpd:C07504	Zonisamide	NA
NA	cpd:C07505	Ethosuximide	NA
NA	cpd:C07506	Propantheline	NA
NA	cpd:C07508	Pirenzepine	NA
NA	cpd:C07509	Diacetylmonoxime; 2,3-Butanedione monoxime	NA
NA	cpd:C07510	Hexamethonium	NA
NA	cpd:C07511	Mecamylamine; Versamine	NA
NA	cpd:C07512	Tetraethylammonium	NA
NA	cpd:C07513	Methoxamine	NA
NA	cpd:C07514	Amphetamine	NA
NA	cpd:C07515	Halothane	NA
NA	cpd:C07516	Enflurane	NA
NA	cpd:C07517	Methoxyflurane	NA
NA	cpd:C07518	Isoflurane	NA
NA	cpd:C07519	Desflurane	NA
NA	cpd:C07520	Sevoflurane	NA
NA	cpd:C07521	Thiopental	NA
NA	cpd:C07522	Etomidate; 1-(1-Phenylethyl)-imidazole-5-carboxylic acid, ethyl ester	NA
NA	cpd:C07523	Propofol; 2,6-Diisopropylphenol	NA
NA	cpd:C07524	Midazolam	NA
NA	cpd:C07525	Ketamine	NA
NA	cpd:C07526	Tetracaine; Amethocaine	NA
NA	cpd:C07527	Benzocaine; Ethyl aminobenzoate	NA
NA	cpd:C07528	Mepivacaine	NA
NA	cpd:C07529	Bupivacaine; Marcaine	NA
NA	cpd:C07530	Etidocaine	NA
NA	cpd:C07531	Prilocaine	NA
NA	cpd:C07532	Ropivacaine	NA
NA	cpd:C07533	Prenalterol	NA
NA	cpd:C07534	Ethynyl estradiol; 17alpha-Ethinyl estradiol; Ethinyl estradiol; Ethinylestradiol	NA
path:map00624	cpd:C07535	Benzo[a]pyrene; Benzpyrene	Polycyclic aromatic hydrocarbon degradation
path:map00980	cpd:C07535	Benzo[a]pyrene; Benzpyrene	Metabolism of xenobiotics by cytochrome P450
path:map01120	cpd:C07535	Benzo[a]pyrene; Benzpyrene	Microbial metabolism in diverse environments
NA	cpd:C07535	Benzo[a]pyrene; Benzpyrene	NA
NA	cpd:C07536	Amobarbital	NA
NA	cpd:C07537	Ethylmorphine	NA
NA	cpd:C07538	Benzphetamine; Benzfetamine	NA
NA	cpd:C07539	Aminopyrine; 4-Dimethylaminoantipyrine	NA
NA	cpd:C07540	6-Methylergoline	NA
NA	cpd:C07541	Lysergic acid	NA
NA	cpd:C07542	Lysergic acid diethylamide; LSD; Lysergide	NA
NA	cpd:C07543	Ergonovine; Ergometrine	NA
path:map01063	cpd:C07544	Ergotamine	Biosynthesis of alkaloids derived from shikimate pathway
path:map01110	cpd:C07544	Ergotamine	Biosynthesis of secondary metabolites
NA	cpd:C07545	alpha-Ergocryptine	NA
NA	cpd:C07546	Succinylcholine; Suxamethonium	NA
path:map01063	cpd:C07547	Tubocurarine	Biosynthesis of alkaloids derived from shikimate pathway
NA	cpd:C07547	Tubocurarine	NA
NA	cpd:C07548	Atracurium	NA
NA	cpd:C07549	Doxacurium	NA
NA	cpd:C07550	Mivacurium	NA
NA	cpd:C07551	Pancuronium	NA
NA	cpd:C07552	Aldrin	NA
NA	cpd:C07553	Vecuronium	NA
NA	cpd:C07554	Pipecuronium	NA
NA	cpd:C07555	4-Nitroanisole; p-Nitroanisole	NA
NA	cpd:C07556	Rocuronium	NA
path:map00621	cpd:C07557	2,3,7,8-Tetrachlorodibenzodioxin; Tetrachlorodibenzodioxin; 2,3,7,8-Tetrachlorodibenzo-p-dioxin; TCDD; PCDD 48	Dioxin degradation
NA	cpd:C07557	2,3,7,8-Tetrachlorodibenzodioxin; Tetrachlorodibenzodioxin; 2,3,7,8-Tetrachlorodibenzo-p-dioxin; TCDD; PCDD 48	NA
NA	cpd:C07558	Methitural	NA
NA	cpd:C07559	Chlorphentermine	NA
NA	cpd:C07560	Methaqualone	NA
NA	cpd:C07561	Carbon tetrachloride; Tetrachloromethane	NA
NA	cpd:C07564	Ropinirole	NA
NA	cpd:C07565	Acetanilide; N-Phenylacetamide; N-Acetylarylamine	NA
NA	cpd:C07566	Pimozide	NA
NA	cpd:C07567	Sertindole	NA
NA	cpd:C07568	Ziprasidone	NA
NA	cpd:C07569	Propylthiouracil	NA
NA	cpd:C07570	Mirtazapine	NA
NA	cpd:C07571	Fluvoxamine	NA
path:map00982	cpd:C07572	Citalopram	Drug metabolism - cytochrome P450
NA	cpd:C07573	Prontosil; Sulfamidochrysoidine; Prontosil rubrum	NA
NA	cpd:C07574	Tartrazine; Acid Yellow 23; Food yellow No.4	NA
NA	cpd:C07575	Phencyclidine	NA
path:map00901	cpd:C07576	Psilocybin; Psilocybine	Indole alkaloid biosynthesis
path:map01063	cpd:C07576	Psilocybin; Psilocybine	Biosynthesis of alkaloids derived from shikimate pathway
path:map01110	cpd:C07576	Psilocybin; Psilocybine	Biosynthesis of secondary metabolites
NA	cpd:C07577	3,4-Methylenedioxymethamphetamine; N-Methyl-3,4-methylenedioxyamphetamine; MDMA	NA
path:map00999	cpd:C07578	Cannabidiol; CBD	Biosynthesis of secondary metabolites - unclassified
NA	cpd:C07580	Cannabinol	NA
NA	cpd:C07581	Pteridine	NA
NA	cpd:C07582	Pteroic acid	NA
NA	cpd:C07584	Phenindione; 2-Phenyl-1,3-indandione	NA
path:map00983	cpd:C07585	N-Acetylisoniazid; (N)1-Acetylisoniazid	Drug metabolism - other enzymes
NA	cpd:C07586	Fenofibrate	NA
NA	cpd:C07587	Sodium salicylate	NA
NA	cpd:C07588	Salicyluric acid; Salicylurate; N-(2-Hydroxybenzoyl)-glycine	NA
NA	cpd:C07589	Celecoxib	NA
NA	cpd:C07590	Rofecoxib	NA
NA	cpd:C07591	Phenacetin; Acetophenetidin	NA
path:map00950	cpd:C07592	Colchicine	Isoquinoline alkaloid biosynthesis
path:map01063	cpd:C07592	Colchicine	Biosynthesis of alkaloids derived from shikimate pathway
path:map01110	cpd:C07592	Colchicine	Biosynthesis of secondary metabolites
path:map00943	cpd:C07593	Rotenone	Isoflavonoid biosynthesis
path:map01061	cpd:C07593	Rotenone	Biosynthesis of phenylpropanoids
path:map01110	cpd:C07593	Rotenone	Biosynthesis of secondary metabolites
NA	cpd:C07593	Rotenone	NA
NA	cpd:C07594	Pyrethrin I	NA
NA	cpd:C07596	HLo7	NA
NA	cpd:C07597	Ferroxamine; Ferrioxamine; Desferal-iron(III)	NA
NA	cpd:C07598	Succimer; meso-2,3-Dimercaptosuccinic acid	NA
NA	cpd:C07599	Alloxanthine; Oxipurinol; Oxypurinol	NA
NA	cpd:C07600	Allicin; 2-Propene-1-sulfinothioic acid S-2-propenyl ester	NA
path:map01062	cpd:C07601	Ginkgolide A	Biosynthesis of terpenoids and steroids
path:map01110	cpd:C07601	Ginkgolide A	Biosynthesis of secondary metabolites
NA	cpd:C07602	Ginkgolide B	NA
NA	cpd:C07603	Ginkgolide C; BN 52022	NA
NA	cpd:C07604	Ginkgolide J; BN 52024	NA
NA	cpd:C07605	Bilobalide	NA
NA	cpd:C07606	Hypericin	NA
NA	cpd:C07607	Gonadotropin-releasing hormone I; Gonadorelin; Gonadoliberin I; GnRH-I	NA
NA	cpd:C07608	Hyperforin	NA
NA	cpd:C07609	Parthenolide	NA
NA	cpd:C07610	Silymarin; Silibinin; Silybin	NA
NA	cpd:C07612	Leuprolide; Leuprorelin	NA
NA	cpd:C07613	Nafarelin	NA
NA	cpd:C07615	Carbimazole	NA
NA	cpd:C07616	Amphenone B	NA
NA	cpd:C07617	Aminoglutethimide	NA
NA	cpd:C07618	Mestranol	NA
NA	cpd:C07619	Quinestrol	NA
NA	cpd:C07620	Diethylstilbestrol; DES	NA
NA	cpd:C07621	Methallenestril	NA
NA	cpd:C07622	Voriconazole; Vfend	NA
NA	cpd:C07624	Abacavir	NA
NA	cpd:C07625	Chloroquine	NA
NA	cpd:C07626	Amodiaquine	NA
NA	cpd:C07627	Primaquine	NA
NA	cpd:C07628	Dimethisterone; Dimethisterone anhydrous	NA
NA	cpd:C07629	Desogestrel	NA
NA	cpd:C07630	Sulfadoxine	NA
NA	cpd:C07631	Proguanil; Chloroguanide; N-(4-Chlorophenyl)-N'-(isopropyl)-imidodicarbonimidic diamide	NA
NA	cpd:C07632	Androstanediol; Androstane-3,17-diol	NA
NA	cpd:C07633	Mefloquine	NA
NA	cpd:C07634	Halofantrine	NA
path:map00984	cpd:C07635	Epiandrosterone	Steroid degradation
path:map01120	cpd:C07635	Epiandrosterone	Microbial metabolism in diverse environments
NA	cpd:C07636	Iodoquinol	NA
NA	cpd:C07637	Diloxanide furoate	NA
NA	cpd:C07638	Sodium stibogluconate; Antimony sodium gluconate	NA
NA	cpd:C07639	3,3',5'-Triiodo-L-thyronine; 3,3',5'-Triiodothyronine; Reverse triiodothyronine; rT3	NA
NA	cpd:C07640	Semustine; Methyl-CCNU; 1-(2-Chloroethyl)-3-(4-methylcyclohexyl)-1-nitrosourea	NA
NA	cpd:C07641	Thiotepa	NA
NA	cpd:C07642	Triethylenemelamine; Trisaziridinyltriazine; 2,4,6-Tris(1-aziridinyl)-s-triazine	NA
path:map00982	cpd:C07643	4-Hydroxycyclophosphamide	Drug metabolism - cytochrome P450
path:map00982	cpd:C07644	4-Ketocyclophosphamide	Drug metabolism - cytochrome P450
path:map00982	cpd:C07645	Aldophosphamide	Drug metabolism - cytochrome P450
path:map00982	cpd:C07646	Carboxyphosphamide; Carboxycyclophosphamide	Drug metabolism - cytochrome P450
path:map00982	cpd:C07647	Phosphoramide mustard; Phosphamide mustard	Drug metabolism - cytochrome P450
path:map00983	cpd:C07648	Thioguanine	Drug metabolism - other enzymes
path:map00983	cpd:C07649	5-FU; Fluorouracil; 5-Fluorouracil	Drug metabolism - other enzymes
NA	cpd:C07649	5-FU; Fluorouracil; 5-Fluorouracil	NA
NA	cpd:C07650	Gemcitabine	NA
NA	cpd:C07651	WR 1065; 2-[(3-Aminopropyl)amino]ethanethiol	NA
NA	cpd:C07652	Mifepristone; RU-486	NA
NA	cpd:C07653	Flutamide	NA
NA	cpd:C07653	Flutamide	NA
NA	cpd:C07654	Methacycline; Metacycline	NA
NA	cpd:C07655	Streptobiosamine	NA
path:map00524	cpd:C07656	Gentamicin C1	Neomycin, kanamycin and gentamicin biosynthesis
path:map01130	cpd:C07656	Gentamicin C1	Biosynthesis of antibiotics
NA	cpd:C07657	Netilmicin	NA
NA	cpd:C07658	Sulfadiazine	NA
NA	cpd:C07659	Sulfathalidine; Phthalylsulfathiazole; 2-[[[4-[(2-Thiazolylamino)sulfonyl]phenyl]amino]carbonyl]benzoic acid	NA
NA	cpd:C07660	Levofloxacin; Ofloxacin S-(-)-form	NA
NA	cpd:C07661	Gatifloxacin; AM 1155	NA
NA	cpd:C07662	Sparfloxacin; cis-5-Amino-1-cyclopropyl-7-(3,5-dimethyl-1-piperazinyl)-6,8-difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acid	NA
NA	cpd:C07663	Moxifloxacin	NA
NA	cpd:C07664	Trovafloxacin	NA
NA	cpd:C07665	Ethionamide	NA
NA	cpd:C07666	Dapsone; 4,4'-Sulfonylbisbenzenamine; Diaphenylsulfone	NA
path:map00909	cpd:C07667	Gossypol	Sesquiterpenoid and triterpenoid biosynthesis
path:map01062	cpd:C07667	Gossypol	Biosynthesis of terpenoids and steroids
path:map01110	cpd:C07667	Gossypol	Biosynthesis of secondary metabolites
NA	cpd:C07668	Apraclonidine	NA
NA	cpd:C07669	Glimepiride	NA
NA	cpd:C07670	Repaglinide	NA
NA	cpd:C07671	Histrelin	NA
NA	cpd:C07672	Biguanide; Guanylguanidine	NA
NA	cpd:C07673	Phenformin; DBI	NA
NA	cpd:C07674	Buformin; 1-Butylbiguanide	NA
NA	cpd:C07675	Pioglitazone	NA
NA	cpd:C07677	Acebutolol hydrochloride	NA
NA	cpd:C07693	Fenoldopam	NA
NA	cpd:C07695	Sodium nitroprusside dihydrate	NA
NA	cpd:C07699	Nisoldipine	NA
NA	cpd:C07701	Benazepril hydrochloride	NA
NA	cpd:C07704	Moexipril	NA
NA	cpd:C07706	Perindopril	NA
NA	cpd:C07707	Perindopril erbumine	NA
NA	cpd:C07708	Miglitol	NA
NA	cpd:C07709	Candesartan cilexetil	NA
NA	cpd:C07710	Telmisartan	NA
NA	cpd:C07711	Previtamin D(3); Previtamin D3	NA
path:map00100	cpd:C07712	Secalciferol; 24(R),25-Dihydroxyvitamin D3; (24R),25-Dihydroxyvitamin D3; (3S,5Z,7E,24R)-9,10-Secocholesta-5,7,10-triene-3,24,25-triol	Steroid biosynthesis
path:map01100	cpd:C07712	Secalciferol; 24(R),25-Dihydroxyvitamin D3; (24R),25-Dihydroxyvitamin D3; (3S,5Z,7E,24R)-9,10-Secocholesta-5,7,10-triene-3,24,25-triol	Metabolic pathways
NA	cpd:C07713	Nitrendipine	NA
NA	cpd:C07714	Isosorbide mononitrate	NA
path:map00624	cpd:C07715	Fluorene; Diphenylenemethane; 2,2'-Methylenebiphenyl	Polycyclic aromatic hydrocarbon degradation
path:map01100	cpd:C07715	Fluorene; Diphenylenemethane; 2,2'-Methylenebiphenyl	Metabolic pathways
path:map01120	cpd:C07715	Fluorene; Diphenylenemethane; 2,2'-Methylenebiphenyl	Microbial metabolism in diverse environments
path:map00624	cpd:C07717	3,4-Dihydroxyfluorene	Polycyclic aromatic hydrocarbon degradation
path:map01120	cpd:C07717	3,4-Dihydroxyfluorene	Microbial metabolism in diverse environments
path:map00624	cpd:C07718	2-Hydroxy-4-(1-oxo-1,3-dihydro-2H-inden-2-ylidene)-but-2-enoic acid	Polycyclic aromatic hydrocarbon degradation
path:map01120	cpd:C07718	2-Hydroxy-4-(1-oxo-1,3-dihydro-2H-inden-2-ylidene)-but-2-enoic acid	Microbial metabolism in diverse environments
path:map00624	cpd:C07719	2-Formyl-1-indanone	Polycyclic aromatic hydrocarbon degradation
path:map01120	cpd:C07719	2-Formyl-1-indanone	Microbial metabolism in diverse environments
path:map00624	cpd:C07720	3-Hydroxy-1-indanone	Polycyclic aromatic hydrocarbon degradation
path:map01120	cpd:C07720	3-Hydroxy-1-indanone	Microbial metabolism in diverse environments
path:map00624	cpd:C07721	(+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene	Polycyclic aromatic hydrocarbon degradation
path:map01120	cpd:C07721	(+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene	Microbial metabolism in diverse environments
path:map00624	cpd:C07722	3,4-Dihydroxy-3,4-dihydro-9-fluorenone	Polycyclic aromatic hydrocarbon degradation
path:map01120	cpd:C07722	3,4-Dihydroxy-3,4-dihydro-9-fluorenone	Microbial metabolism in diverse environments
path:map00624	cpd:C07723	4-Hydroxy-9-fluorenone	Polycyclic aromatic hydrocarbon degradation
path:map01120	cpd:C07723	4-Hydroxy-9-fluorenone	Microbial metabolism in diverse environments
path:map00624	cpd:C07724	1,2-Dihydroxyfluorene	Polycyclic aromatic hydrocarbon degradation
path:map01120	cpd:C07724	1,2-Dihydroxyfluorene	Microbial metabolism in diverse environments
path:map00624	cpd:C07725	2-Hydroxy-4-(2-oxo-1,3-dihydro-2H-inden-1-ylidene)but-2-enoic acid	Polycyclic aromatic hydrocarbon degradation
path:map01120	cpd:C07725	2-Hydroxy-4-(2-oxo-1,3-dihydro-2H-inden-1-ylidene)but-2-enoic acid	Microbial metabolism in diverse environments
path:map00624	cpd:C07726	1-Formyl-2-indanone	Polycyclic aromatic hydrocarbon degradation
path:map01120	cpd:C07726	1-Formyl-2-indanone	Microbial metabolism in diverse environments
path:map00624	cpd:C07727	2-Indanone; 2H-Inden-2-one, 1,3-dihydro-	Polycyclic aromatic hydrocarbon degradation
path:map01120	cpd:C07727	2-Indanone; 2H-Inden-2-one, 1,3-dihydro-	Microbial metabolism in diverse environments
path:map00624	cpd:C07728	3-Isochromanone; 1,4-Dihydro-3H-2-benzopyran-3-one	Polycyclic aromatic hydrocarbon degradation
path:map01120	cpd:C07728	3-Isochromanone; 1,4-Dihydro-3H-2-benzopyran-3-one	Microbial metabolism in diverse environments
path:map00621	cpd:C07729	Dibenzofuran; Diphenylene oxide	Dioxin degradation
path:map01100	cpd:C07729	Dibenzofuran; Diphenylene oxide	Metabolic pathways
path:map01120	cpd:C07729	Dibenzofuran; Diphenylene oxide	Microbial metabolism in diverse environments
path:map01220	cpd:C07729	Dibenzofuran; Diphenylene oxide	Degradation of aromatic compounds
path:map00621	cpd:C07731	2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate	Dioxin degradation
path:map01100	cpd:C07731	2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate	Metabolic pathways
path:map01120	cpd:C07731	2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate	Microbial metabolism in diverse environments
path:map01220	cpd:C07731	2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate	Degradation of aromatic compounds
path:map00621	cpd:C07732	Dibenzo-p-dioxin	Dioxin degradation
path:map01100	cpd:C07732	Dibenzo-p-dioxin	Metabolic pathways
path:map01120	cpd:C07732	Dibenzo-p-dioxin	Microbial metabolism in diverse environments
path:map01220	cpd:C07732	Dibenzo-p-dioxin	Degradation of aromatic compounds
path:map00621	cpd:C07733	2,2',3-Trihydroxydiphenylether	Dioxin degradation
path:map01100	cpd:C07733	2,2',3-Trihydroxydiphenylether	Metabolic pathways
path:map01120	cpd:C07733	2,2',3-Trihydroxydiphenylether	Microbial metabolism in diverse environments
path:map01220	cpd:C07733	2,2',3-Trihydroxydiphenylether	Degradation of aromatic compounds
path:map00621	cpd:C07734	2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate	Dioxin degradation
path:map01100	cpd:C07734	2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate	Metabolic pathways
path:map01120	cpd:C07734	2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate	Microbial metabolism in diverse environments
path:map01220	cpd:C07734	2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate	Degradation of aromatic compounds
NA	cpd:C07736	Etidronic acid; 1-Hydroxyethylidene-1,1-diphosphonic acid; Ethane-1-hydroxy-1,1-bisphosphonate	NA
NA	cpd:C07740	Disopyramide phosphate	NA
NA	cpd:C07743	Moricizine	NA
NA	cpd:C07750	Tolterodine	NA
NA	cpd:C07751	Dofetilide	NA
NA	cpd:C07752	Alendronic acid; Alendronate; (4-Amino-1-hydroxybutylidene)bisphosphonic acid	NA
NA	cpd:C07753	Ibutilide	NA
NA	cpd:C07755	Magnesium chloride; Magnesium chloride anhydrous	NA
path:map00311	cpd:C07756	7-Aminocephalosporanic acid; 7-Aminocephalosporinic acid; 7-ACA; (7R)-7-Aminocephalosporanate	Penicillin and cephalosporin biosynthesis
path:map01130	cpd:C07756	7-Aminocephalosporanic acid; 7-Aminocephalosporinic acid; 7-ACA; (7R)-7-Aminocephalosporanate	Biosynthesis of antibiotics
NA	cpd:C07758	Bendroflumethiazide	NA
NA	cpd:C07759	Benzthiazide	NA
NA	cpd:C07760	Brinzolamide	NA
NA	cpd:C07761	Cephalothin; Cefalotin	NA
NA	cpd:C07763	Hydroflumethiazide	NA
NA	cpd:C07764	Methazolamide	NA
NA	cpd:C07765	Methyclothiazide	NA
NA	cpd:C07766	Polythiazide	NA
NA	cpd:C07767	Trichlormethiazide	NA
NA	cpd:C07768	Azelastine	NA
NA	cpd:C07770	Sulbactam	NA
NA	cpd:C07771	Tazobactam	NA
NA	cpd:C07773	Ambenonium	NA
NA	cpd:C07774	Azatadine	NA
NA	cpd:C07777	Buclizine	NA
NA	cpd:C07778	Cetirizine	NA
NA	cpd:C07780	Chlorpheniramine maleate	NA
NA	cpd:C07783	Dexchlorpheniramine maleate; d-Chlorpheniramine maleate	NA
NA	cpd:C07784	Diphenhydramine hydrochloride	NA
NA	cpd:C07785	Emedastine	NA
NA	cpd:C07789	Olopatadine	NA
NA	cpd:C07790	Phenindamine	NA
NA	cpd:C07792	Naratriptan	NA
NA	cpd:C07798	Dihydroergotamine	NA
NA	cpd:C07805	Formoterol	NA
NA	cpd:C07807	Pirbuterol	NA
NA	cpd:C07809	Flavoxate	NA
NA	cpd:C07811	Hexocyclium	NA
NA	cpd:C07813	Beclomethasone dipropionate; Beclometasone dipropionate	NA
NA	cpd:C07814	Homatropine	NA
NA	cpd:C07815	Fluticasone	NA
NA	cpd:C07816	Mometasone	NA
NA	cpd:C07817	Mometasone furoate	NA
NA	cpd:C07818	Mepenzolate	NA
NA	cpd:C07819	Dyphylline; Diprophylline	NA
NA	cpd:C07825	Flumazenil	NA
NA	cpd:C07826	Aprobarbital	NA
NA	cpd:C07827	Butabarbital	NA
NA	cpd:C07829	Mephobarbital	NA
NA	cpd:C07832	Ethinamate	NA
NA	cpd:C07833	Ethchlorvynol	NA
NA	cpd:C07834	Paraldehyde	NA
path:map00540	cpd:C07836	D-glycero-beta-D-manno-Heptose 7-phosphate	Lipopolysaccharide biosynthesis
path:map01100	cpd:C07836	D-glycero-beta-D-manno-Heptose 7-phosphate	Metabolic pathways
NA	cpd:C07837	Fomepizole; 4-Methylpyrazole	NA
path:map00540	cpd:C07838	D-glycero-beta-D-manno-Heptose 1-phosphate	Lipopolysaccharide biosynthesis
path:map01100	cpd:C07838	D-glycero-beta-D-manno-Heptose 1-phosphate	Metabolic pathways
NA	cpd:C07839	Ethotoin	NA
NA	cpd:C07840	Fosphenytoin	NA
NA	cpd:C07841	Levetiracetam	NA
NA	cpd:C07843	Ketamine hydrochloride	NA
NA	cpd:C07844	Methohexital	NA
NA	cpd:C07846	Thiamylal; 5-Allyl-5-(1-methylbutyl)-2-thiobarbituric acid	NA
NA	cpd:C07849	Methantheline	NA
NA	cpd:C07851	Oxyphencyclimine	NA
NA	cpd:C07852	Propiverine	NA
NA	cpd:C07853	Clidinium	NA
NA	cpd:C07861	Tridihexethyl	NA
NA	cpd:C07862	Tridihexethyl iodide	NA
NA	cpd:C07864	Rabeprazole	NA
NA	cpd:C07865	Rabeprazole sodium	NA
NA	cpd:C07866	Dolasetron	NA
NA	cpd:C07868	Metoclopramide	NA
NA	cpd:C07870	Bismuth subsalicylate	NA
NA	cpd:C07871	Difenoxin	NA
NA	cpd:C07872	Diphenoxylate	NA
NA	cpd:C07874	1,4-Bis(2-ethylhexyl) sulfosuccinate; Docusate hydrogen	NA
NA	cpd:C07875	Butamben	NA
NA	cpd:C07876	Magnesium hydroxide; Milk of magnesia	NA
NA	cpd:C07877	Chloroprocaine	NA
NA	cpd:C07879	Dibucaine	NA
path:map00121	cpd:C07880	Ursodiol; Ursodeoxycholic acid; Ursodeoxycholate; 3alpha,7beta-Dihydroxy-5beta-cholan-24-oic acid	Secondary bile acid biosynthesis
NA	cpd:C07881	Dyclonine	NA
NA	cpd:C07884	Dextroamphetamine; Dexamfetamine; d-Amphetamine	NA
NA	cpd:C07886	Brimonidine	NA
NA	cpd:C07887	L-(-)-1-Butyl-2',6'-pipecoloxylidide; Levobupivacaine	NA
path:map00982	cpd:C07888	Cyclophosphamide	Drug metabolism - cytochrome P450
NA	cpd:C07889	Mephentermine	NA
NA	cpd:C07890	Midodrine	NA
NA	cpd:C07892	Pramoxine; Pramocaine	NA
NA	cpd:C07894	Procaine hydrochloride	NA
NA	cpd:C07895	Propoxycaine	NA
NA	cpd:C07897	Etanercept	NA
NA	cpd:C07898	Naphazoline hydrochloride	NA
NA	cpd:C07899	Pemoline	NA
NA	cpd:C07903	Interleukin-2; Aldesleukin	NA
NA	cpd:C07904	Phendimetrazine	NA
NA	cpd:C07905	Leflunomide	NA
NA	cpd:C07906	Levamisole hydrochloride	NA
NA	cpd:C07908	Mycophenolate mofetil; RS 61443	NA
path:map01052	cpd:C07909	Sirolimus; Rapamycin	Type I polyketide structures
NA	cpd:C07909	Sirolimus; Rapamycin	NA
NA	cpd:C07909	Sirolimus; Rapamycin	NA
NA	cpd:C07909	Sirolimus; Rapamycin	NA
NA	cpd:C07910	Thalidomide	NA
NA	cpd:C07911	Phenylpropanolamine; (+-)-Phenylpropanolamine; (R*,S*)-(+-)-alpha-(1-Aminoethyl)benzenemethanol; (+-)-Norephedrine	NA
NA	cpd:C07912	Tetrahydrozoline; Tetryzoline; 2-Tetralin-1-yl-4,5-dihydro-1H-imidazole	NA
NA	cpd:C07913	Xylometazoline	NA
NA	cpd:C07914	Levobunolol; (-)-Bunolol	NA
NA	cpd:C07915	Metipranolol	NA
NA	cpd:C07919	Metocurine	NA
NA	cpd:C07921	Metyrosine; Metirosine	NA
NA	cpd:C07927	Carisoprodol	NA
NA	cpd:C07928	Chlorphenesin	NA
NA	cpd:C07930	Chlorphenesin carbamate	NA
NA	cpd:C07931	Chlorzoxazone	NA
NA	cpd:C07933	Dantrolene sodium anhydrous	NA
NA	cpd:C07934	Metaxalone	NA
NA	cpd:C07935	Orphenadrine	NA
NA	cpd:C07937	Riluzole	NA
NA	cpd:C07939	Amantadine hydrochloride	NA
NA	cpd:C07941	Biperiden	NA
NA	cpd:C07943	Entacapone	NA
NA	cpd:C07946	Botulinum toxin type A; Botulin A	NA
NA	cpd:C07949	Tolcapone	NA
NA	cpd:C07952	Chlorpromazine hydrochloride; Chloropromazine monohydrochloride	NA
NA	cpd:C07953	Chlorprothixene	NA
NA	cpd:C07955	Fluphenazine enanthate; Prolixin enanthate	NA
NA	cpd:C07956	Fluphenazine depot; Fluphenazine decanoate; Prolixin decanoate	NA
NA	cpd:C07964	Lithium carbonate	NA
NA	cpd:C07965	Tirofiban	NA
NA	cpd:C07966	Cerivastatin	NA
NA	cpd:C07967	Bithionol	NA
NA	cpd:C07968	Diethylcarbamazine; N,N-Diethyl-4-methyl-1-piperazinecarboxamide	NA
NA	cpd:C07971	Metrifonate; Trichlorfon	NA
NA	cpd:C07973	Piperazine; Diethylenediamine	NA
NA	cpd:C07974	Suramin	NA
