module	compound	compound_name	module_name
M00525	cpd:C05539	N-Acetyl-L-2-amino-6-oxopimelate	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
M00525	cpd:C04390	N6-Acetyl-LL-2,6-diaminoheptanedioate	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
M00525	cpd:C00666	LL-2,6-Diaminoheptanedioate	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
M00525	cpd:C00680	meso-2,6-Diaminoheptanedioate	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
M00525	cpd:C00047	L-Lysine	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
M00526	cpd:C00049	L-Aspartate	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
M00526	cpd:C03082	4-Phospho-L-aspartate	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
M00526	cpd:C00441	L-Aspartate 4-semialdehyde	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
M00526	cpd:C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
M00526	cpd:C03972	2,3,4,5-Tetrahydrodipicolinate	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
M00526	cpd:C03871	L-2-Amino-6-oxoheptanedioate	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
M00526	cpd:C00680	meso-2,6-Diaminoheptanedioate	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
M00526	cpd:C00047	L-Lysine	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
M00527	cpd:C00049	L-Aspartate	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
M00527	cpd:C03082	4-Phospho-L-aspartate	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
M00527	cpd:C00441	L-Aspartate 4-semialdehyde	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
M00527	cpd:C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
M00527	cpd:C03972	2,3,4,5-Tetrahydrodipicolinate	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
M00527	cpd:C00666	LL-2,6-Diaminoheptanedioate	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
M00527	cpd:C00680	meso-2,6-Diaminoheptanedioate	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
M00527	cpd:C00047	L-Lysine	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
M00528	cpd:C00014	Ammonia	Nitrification, ammonia => nitrite
M00528	cpd:C00192	Hydroxylamine	Nitrification, ammonia => nitrite
M00528	cpd:C00088	Nitrite	Nitrification, ammonia => nitrite
M00529	cpd:C00244	Nitrate	Denitrification, nitrate => nitrogen
M00529	cpd:C00088	Nitrite	Denitrification, nitrate => nitrogen
M00529	cpd:C00533	Nitric oxide	Denitrification, nitrate => nitrogen
M00529	cpd:C00887	Nitrous oxide	Denitrification, nitrate => nitrogen
M00529	cpd:C00697	Nitrogen	Denitrification, nitrate => nitrogen
M00530	cpd:C00244	Nitrate	Dissimilatory nitrate reduction, nitrate => ammonia
M00530	cpd:C00088	Nitrite	Dissimilatory nitrate reduction, nitrate => ammonia
M00530	cpd:C00014	NH3	Dissimilatory nitrate reduction, nitrate => ammonia
M00530	cpd:COMMENT	Dissimilatory nitrate reduction to ammonium (DNRA)	Dissimilatory nitrate reduction, nitrate => ammonia
M00531	cpd:C00244	Nitrate	Assimilatory nitrate reduction, nitrate => ammonia
M00531	cpd:C00088	Nitrite	Assimilatory nitrate reduction, nitrate => ammonia
M00531	cpd:C00014	NH3	Assimilatory nitrate reduction, nitrate => ammonia
M00532	cpd:C01182	D-Ribulose 1,5-bisphosphate	Photorespiration
M00532	cpd:C00988	2-Phosphoglycolate	Photorespiration
M00532	cpd:C00197	3-Phospho-D-glycerate	Photorespiration
M00532	cpd:C00160	Glycolate	Photorespiration
M00532	cpd:C00007	Oxygen	Photorespiration
M00532	cpd:C00048	Glyoxylate	Photorespiration
M00532	cpd:C00027	Hydrogen peroxide	Photorespiration
M00532	cpd:C00025	L-Glutamate	Photorespiration
M00532	cpd:C00026	2-Oxoglutarate	Photorespiration
M00532	cpd:C00037	Glycine	Photorespiration
M00532	cpd:C00065	L-Serine	Photorespiration
M00532	cpd:C00168	Hydroxypyruvate	Photorespiration
M00532	cpd:C00258	D-Glycerate	Photorespiration
M00532	cpd:C00014	NH3	Photorespiration
M00533	cpd:C01161	3,4-Dihydroxyphenylacetate	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
M00533	cpd:C04642	2-Hydroxy-5-carboxymethylmuconate semialdehyde	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
M00533	cpd:C04186	5-Carboxymethyl-2-hydroxymuconate	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
M00533	cpd:C04052	5-Carboxy-2-oxohept-3-enedioate	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
M00533	cpd:C05600	2-Hydroxyhepta-2,4-dienedioate	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
M00533	cpd:C03063	2-Oxohept-3-enedioate	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
M00533	cpd:RMODULE	RM012  Dihydroxylation and meta-cleavage of aromatic ring, type 3a	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
M00534	cpd:C00829	Naphthalene	Naphthalene degradation, naphthalene => salicylate
M00534	cpd:C04314	cis-1,2-Dihydronaphthalene-1,2-diol	Naphthalene degradation, naphthalene => salicylate
M00534	cpd:C03012	Naphthalene-1,2-diol	Naphthalene degradation, naphthalene => salicylate
M00534	cpd:C06204	2-Hydroxychromene-2-carboxylate	Naphthalene degradation, naphthalene => salicylate
M00534	cpd:C06203	trans-O-Hydroxybenzylidenepyruvate	Naphthalene degradation, naphthalene => salicylate
M00534	cpd:C06202	Salicylaldehyde	Naphthalene degradation, naphthalene => salicylate
M00534	cpd:C00805	Salicylate	Naphthalene degradation, naphthalene => salicylate
M00534	cpd:RMODULE	RM014  Ring removal from polycyclic aromatic ring	Naphthalene degradation, naphthalene => salicylate
M00535	cpd:C00022	Pyruvate	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
M00535	cpd:C02612	(R)-2-Methylmalate	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
M00535	cpd:C02226	2-Methylmaleate	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
M00535	cpd:C06032	D-erythro-3-Methylmalate	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
M00535	cpd:C00109	2-Oxobutanoate	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
M00535	cpd:RMODULE	RM001  2-Oxocarboxylic acid chain extension by tricarboxylic acid pathway	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
M00537	cpd:C06756	p-Xylene	Xylene degradation, xylene => methylbenzoate
M00537	cpd:C06757	4-Methylbenzyl alcohol	Xylene degradation, xylene => methylbenzoate
M00537	cpd:C06758	p-Tolualdehyde	Xylene degradation, xylene => methylbenzoate
M00537	cpd:C01454	Toluate	Xylene degradation, xylene => methylbenzoate
M00537	cpd:C07212	o-Xylene	Xylene degradation, xylene => methylbenzoate
M00537	cpd:C07213	2-Methylbenzyl alcohol	Xylene degradation, xylene => methylbenzoate
M00537	cpd:C07214	2-Methylbenzaldehyde	Xylene degradation, xylene => methylbenzoate
M00537	cpd:C07215	o-Toluate	Xylene degradation, xylene => methylbenzoate
M00537	cpd:C07208	m-Xylene	Xylene degradation, xylene => methylbenzoate
M00537	cpd:C07216	3-Methylbenzyl alcohol	Xylene degradation, xylene => methylbenzoate
M00537	cpd:C07209	3-Methylbenzaldehyde	Xylene degradation, xylene => methylbenzoate
M00537	cpd:C07211	m-Methylbenzoate	Xylene degradation, xylene => methylbenzoate
M00537	cpd:RMODULE	RM003  Methyl to carboxyl conversion on aromatic ring	Xylene degradation, xylene => methylbenzoate
M00538	cpd:C01455	Toluene	Toluene degradation, toluene => benzoate
M00538	cpd:C00556	Benzyl alcohol	Toluene degradation, toluene => benzoate
M00538	cpd:C00261	Benzaldehyde	Toluene degradation, toluene => benzoate
M00538	cpd:C00180	Benzoate	Toluene degradation, toluene => benzoate
M00538	cpd:RMODULE	RM003  Methyl to carboxyl conversion on aromatic ring	Toluene degradation, toluene => benzoate
M00539	cpd:C06578	p-Cumate	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
M00539	cpd:C06579	cis-2,3-Dihydroxy-2,3-dihydro-p-cumate	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
M00539	cpd:C06580	2,3-Dihydroxy-p-cumate	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
M00539	cpd:C06581	2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
M00539	cpd:C06582	2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
M00539	cpd:C00596	2-Hydroxy-2,4-pentadienoate	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
M00539	cpd:C02632	2-Methylpropanoate	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
M00539	cpd:RMODULE	RM004  Dihydroxylation of aromatic ring, type 1 (dioxygenase and dehydrogenase reactions)	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
M00539	cpd:RM010	Dihydroxylation and meta-cleavage of aromatic ring, type 1	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
M00540	cpd:C09822	Cyclohexane-1-carboxylate	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA
M00540	cpd:C09823	Cyclohexane-1-carboxyl-CoA	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA
M00540	cpd:C09811	Cyclohex-1-ene-1-carboxyl-CoA	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA
M00540	cpd:C09812	2-Hydroxycyclohexane-1-carboxyl-CoA	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA
M00540	cpd:C09813	2-Ketocyclohexane-1-carboxyl-CoA	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA
M00540	cpd:C01063	6-Carboxyhexanoyl-CoA	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA
M00541	cpd:C00512	S-Benzoate coenzyme A	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA
M00541	cpd:C06322	S-1,5-Cyclohexadiene-1-carboxylate coenzymeA	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA
M00541	cpd:C06749	6-Hydroxycyclohex-1-enecarbonyl-CoA	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA
M00541	cpd:C09821	6-Ketoxycyclohex-1-ene-1-carboxyl-CoA	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA
M00541	cpd:C06714	3-Hydroxypimeloyl-CoA	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA
M00543	cpd:C06588	Biphenyl	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
M00543	cpd:C06589	cis-2,3-Dihydro-2,3-dihydroxybiphenyl	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
M00543	cpd:C02526	Biphenyl-2,3-diol	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
M00543	cpd:C01273	2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
M00543	cpd:C00596	2-Hydroxy-2,4-pentadienoate	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
M00543	cpd:C00180	Benzoate	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
M00543	cpd:C06584	4-Chlorobiphenyl	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
M00543	cpd:C06585	cis-2,3-Dihydro-2,3-dihydroxy-4'-chlorobiphenyl	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
M00543	cpd:C06586	2,3-Dihydroxy-4'-chlorobiphenyl	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
M00543	cpd:C06587	2-Hydroxy-6-oxo-6-(4'-chlorophenyl)-hexa-2,4-dienoate	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
M00543	cpd:C02370	4-Chlorobenzoate	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
M00543	cpd:RMODULE	RM004  Dihydroxylation of aromatic ring, type 1 (dioxygenase and dehydrogenase reactions)	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
M00543	cpd:RM010	Dihydroxylation and meta-cleavage of aromatic ring, type 1	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
M00544	cpd:C08060	Carbazole	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate
M00544	cpd:C08061	2'-Aminobiphenyl-2,3-diol	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate
M00544	cpd:C08062	2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate
M00544	cpd:C00108	Anthranilate	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate
M00544	cpd:C00596	2-Hydroxy-2,4-pentadienoate	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate
M00544	cpd:RMODULE	RM011  Dihydroxylation and meta-cleavage of aromatic ring, type 1b	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate
M00545	cpd:C00423	trans-Cinnamate	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
M00545	cpd:C12622	cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
M00545	cpd:C12623	trans-2,3-Dihydroxycinnamate	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
M00545	cpd:C12621	trans-3-Hydroxycinnamate	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
M00545	cpd:C12624	2-Hydroxy-6-ketononatrienedioate	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
M00545	cpd:C00596	2-Hydroxy-2,4-pentadienoate	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
M00545	cpd:C03589	4-Hydroxy-2-oxopentanoate	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
M00545	cpd:C00084	Acetaldehyde	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
M00545	cpd:C00024	Acetyl-CoA	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
M00545	cpd:RMODULE	RM004  Dihydroxylation of aromatic ring, type 1 (dioxygenase and dehydrogenase reactions)	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
M00545	cpd:RM006	Dihydroxylation of aromatic ring, type 2 (two monooxygenase reactions)	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
M00545	cpd:RM010	Dihydroxylation and meta-cleavage of aromatic ring, type 1	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
M00545	cpd:RM009	Meta-cleavage of dihydroxylated aromatic ring	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
M00546	cpd:C00385	Xanthine	Purine degradation, xanthine => urea
M00546	cpd:C00366	Urate	Purine degradation, xanthine => urea
M00546	cpd:C11821	5-Hydroxyisourate	Purine degradation, xanthine => urea
M00546	cpd:C12248	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate	Purine degradation, xanthine => urea
M00546	cpd:C02350	(S)(+)-Allantoin	Purine degradation, xanthine => urea
M00546	cpd:C00499	Allantoate	Purine degradation, xanthine => urea
M00546	cpd:C00086	Urea	Purine degradation, xanthine => urea
M00547	cpd:C01407	Benzene	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol
M00547	cpd:C04091	cis-1,2-Dihydrobenzene-1,2-diol	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol
M00547	cpd:C00090	Catechol	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol
M00547	cpd:C01455	Toluene	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol
M00547	cpd:C04592	Toluene-cis-dihydrodiol	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol
M00547	cpd:C02923	2,3-Dihydroxytoluene	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol
M00547	cpd:RMODULE	RM004  Dihydroxylation of aromatic ring, type 1 (dioxygenase and dehydrogenase reactions)	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol
M00548	cpd:C01407	Benzene	Benzene degradation, benzene => catechol
M00548	cpd:C00146	Phenol	Benzene degradation, benzene => catechol
M00548	cpd:C00090	Catechol	Benzene degradation, benzene => catechol
M00548	cpd:RMODULE	RM006  Dihydroxylation of aromatic ring, type 2 (two monooxygenase reactions)	Benzene degradation, benzene => catechol
M00549	cpd:C00267	alpha-D-Glucose	Nucleotide sugar biosynthesis, glucose => UDP-glucose
M00549	cpd:C00668	alpha-D-Glucose 6-phosphate	Nucleotide sugar biosynthesis, glucose => UDP-glucose
M00549	cpd:C00103	D-Glucose 1-phosphate	Nucleotide sugar biosynthesis, glucose => UDP-glucose
M00549	cpd:C00029	UDP-glucose	Nucleotide sugar biosynthesis, glucose => UDP-glucose
M00550	cpd:C00072	Ascorbate	Ascorbate degradation, ascorbate => D-xylulose-5P
M00550	cpd:C16186	L-Ascorbate 6-phosphate	Ascorbate degradation, ascorbate => D-xylulose-5P
M00550	cpd:C14899	3-Dehydro-L-gulonate 6-phosphate	Ascorbate degradation, ascorbate => D-xylulose-5P
M00550	cpd:C03291	L-Xylulose 5-phosphate	Ascorbate degradation, ascorbate => D-xylulose-5P
M00550	cpd:C01101	L-Ribulose 5-phosphate	Ascorbate degradation, ascorbate => D-xylulose-5P
M00550	cpd:C00231	D-Xylulose 5-phosphate	Ascorbate degradation, ascorbate => D-xylulose-5P
M00551	cpd:C00180	Benzoate	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
M00551	cpd:C06321	(1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
M00551	cpd:C00090	Catechol	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
M00551	cpd:C01454	Toluate	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
M00551	cpd:C06729	cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
M00551	cpd:C06730	4-Methylcatechol	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
M00551	cpd:C07215	o-Toluate	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
M00551	cpd:C06731	1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
M00551	cpd:C02923	2,3-Dihydroxytoluene	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
M00551	cpd:C07211	m-Methylbenzoate	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
M00551	cpd:C06720	1,6-Dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
M00551	cpd:RMODULE	RM005  Dihydroxylation of aromatic ring, type 1a (dioxygenase and decarboxylating dehydrogenase reactions)	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
M00552	cpd:C00880	D-Galactonate	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P
M00552	cpd:C01216	2-Dehydro-3-deoxy-D-galactonate	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P
M00552	cpd:C01286	2-Dehydro-3-deoxy-6-phospho-D-galactonate	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P
M00552	cpd:C00118	D-Glyceraldehyde 3-phosphate	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P
M00552	cpd:C00236	3-Phospho-D-glyceroyl phosphate	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P
M00552	cpd:C00197	3-Phospho-D-glycerate	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P
M00554	cpd:C00984	alpha-D-Galactose	Nucleotide sugar biosynthesis, galactose => UDP-galactose
M00554	cpd:C00446	alpha-D-Galactose 1-phosphate	Nucleotide sugar biosynthesis, galactose => UDP-galactose
M00554	cpd:C00052	UDP-alpha-D-galactose	Nucleotide sugar biosynthesis, galactose => UDP-galactose
M00555	cpd:C00114	Choline	Betaine biosynthesis, choline => betaine
M00555	cpd:C00576	Betaine aldehyde	Betaine biosynthesis, choline => betaine
M00555	cpd:C00719	Betaine	Betaine biosynthesis, choline => betaine
M00563	cpd:C00218	Methylamine	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane
M00563	cpd:C03920	2-(Methylthio)ethanesulfonate	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane
M00563	cpd:C00543	Dimethylamine	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane
M00563	cpd:C00565	Trimethylamine	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane
M00563	cpd:C04628	Coenzyme B	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane
M00563	cpd:C01438	Methane	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane
M00563	cpd:C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane
M00565	cpd:C00103	D-Glucose 1-phosphate	Trehalose biosynthesis, D-glucose 1P => trehalose
M00565	cpd:C00498	ADP-glucose	Trehalose biosynthesis, D-glucose 1P => trehalose
M00565	cpd:C00718	Amylose	Trehalose biosynthesis, D-glucose 1P => trehalose
M00565	cpd:C00369	Starch	Trehalose biosynthesis, D-glucose 1P => trehalose
M00565	cpd:C01935	Maltodextrin	Trehalose biosynthesis, D-glucose 1P => trehalose
M00565	cpd:C06400	Maltooligosyltrehalose	Trehalose biosynthesis, D-glucose 1P => trehalose
M00565	cpd:C01083	Trehalose	Trehalose biosynthesis, D-glucose 1P => trehalose
M00567	cpd:C00011	CO2	Methanogenesis, CO2 => methane
M00567	cpd:C01001	Formylmethanofuran	Methanogenesis, CO2 => methane
M00567	cpd:C01274	5-Formyl-5,6,7,8-tetrahydromethanopterin	Methanogenesis, CO2 => methane
M00567	cpd:C04330	5,10-Methenyltetrahydromethanopterin	Methanogenesis, CO2 => methane
M00567	cpd:C04377	5,10-Methylenetetrahydromethanopterin	Methanogenesis, CO2 => methane
M00567	cpd:C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin	Methanogenesis, CO2 => methane
M00567	cpd:C03576	Coenzyme M	Methanogenesis, CO2 => methane
M00567	cpd:C03920	2-(Methylthio)ethanesulfonate	Methanogenesis, CO2 => methane
M00567	cpd:C04628	Coenzyme B	Methanogenesis, CO2 => methane
M00567	cpd:C01438	Methane	Methanogenesis, CO2 => methane
M00567	cpd:C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide	Methanogenesis, CO2 => methane
M00567	cpd:COMMENT	Organism group: methanogenic archaea	Methanogenesis, CO2 => methane
M00568	cpd:C00090	Catechol	Catechol ortho-cleavage, catechol => 3-oxoadipate
M00568	cpd:C02480	cis,cis-Muconate	Catechol ortho-cleavage, catechol => 3-oxoadipate
M00568	cpd:C14610	(S)-5-Oxo-2,5-dihydrofuran-2-acetate	Catechol ortho-cleavage, catechol => 3-oxoadipate
M00568	cpd:C03586	2-Oxo-2,3-dihydrofuran-5-acetate	Catechol ortho-cleavage, catechol => 3-oxoadipate
M00568	cpd:C00846	3-Oxoadipate	Catechol ortho-cleavage, catechol => 3-oxoadipate
M00568	cpd:RMODULE	RM008  Ortho-cleavage of dihydroxylated aromatic ring (beta-ketoadipate pathway)	Catechol ortho-cleavage, catechol => 3-oxoadipate
M00569	cpd:C00090	Catechol	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C00682	2-Hydroxymuconate semialdehyde	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C02501	2-Hydroxymuconate	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C03453	gamma-Oxalocrotonate	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C00596	2-Hydroxy-2,4-pentadienoate	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C03589	4-Hydroxy-2-oxopentanoate	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C00022	Pyruvate	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C00084	Acetaldehyde	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C00024	Acetyl-CoA	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C06730	4-Methylcatechol	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C06760	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C07478	2-Hydroxy-5-methyl-cis,cis-muconate	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C07479	2-Oxo-5-methyl-cis-muconate	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C11354	2-Hydroxy-cis-hex-2,4-dienoate	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C06762	4-Hydroxy-2-oxohexanoic acid	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C00479	Propanal	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:C00100	Propanoyl-CoA	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00569	cpd:RMODULE	RM009  Meta-cleavage of dihydroxylated aromatic ring	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
M00570	cpd:C00188	L-Threonine	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
M00570	cpd:C00109	2-Oxobutanoate	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
